Spending on Food,Spending on Clothing,Cluster
54.061010593425735,75.05054676937556,1
53.11334380564417,70.19550649123286,1
50.97638571510423,71.65817099169799,1
53.34942258187718,69.5926845097832,1
53.05950668899114,67.60630754698064,1
47.937672628860355,68.60360496369917,1
52.91301869489978,71.81841172077038,1
50.06252918915651,72.9499619643768,1
52.678141181640626,72.85842221725848,1
54.21340663923493,73.32905902794553,1
47.57988654971864,65.7448104104869,1
45.86304658527676,69.6175384270258,1
48.162078745419414,65.77807846016644,1
48.64063590626256,70.95421979323736,1
54.24122575922493,69.93153764373378,1
52.84762085256343,73.634924787583,1
45.70297687531191,68.15531539552079,1
50.32938273577565,66.55798719427607,1
48.710644791487795,66.40015414052836,1
45.600444434707306,72.10291249717473,1
46.07236959333683,70.55828904316262,1
49.19235736403628,65.2961560712279,1
54.20907479912519,65.90643835114997,1
48.952665960207554,71.2917602345912,1
50.769488097433666,65.73274659364193,1
51.53943525895178,73.44965233290355,1
48.73582587379294,71.76231383156497,1
54.75272186720961,65.620831006419,1
54.68123161942111,66.17944248085192,1
48.31083136825364,74.24748803501174,1
51.03900174892385,67.76666405756121,1
47.9328905481677,69.00058007066892,1
47.988900873774675,72.81664591257503,1
45.264808343545326,74.22598530383858,1
50.80096095979897,75.2848116882287,1
50.20529797228862,72.18732705258941,1
45.96458745249989,68.91624561530915,1
48.192895702366116,66.14982158698669,1
53.66816134966654,72.49137863927436,1
47.76926570666973,70.88922762735805,1
46.438497920912226,69.30088378246977,1
50.533360052775635,73.76775816094735,1
55.130053231106004,66.01087849306151,1
47.311712115115,70.47563947290858,1
52.134063644058784,65.5202912676742,1
53.26893555328718,69.69710833994125,1
47.717351929924,65.40789937681838,1
52.4442466661186,66.12310763268073,1
48.72632930719253,66.47284097777104,1
50.9139479659358,72.53829666116063,1
50.83228841760894,71.85335448265424,1
50.936802280747585,71.22951900097159,1
46.21495761054408,74.93589823474542,1
53.34690156589238,68.30007860523705,1
48.24570292971735,67.51854000281861,1
47.35274497399854,73.6124625918946,1
44.995002815547636,67.07526546519452,1
51.11539516188242,74.35036311440612,1
51.36453341842282,65.24338835689817,1
45.28836157927856,74.44531667707639,1
49.88541143299281,65.54762408950576,1
46.540915581979384,73.20769924698071,1
51.0925057940945,70.170287510863,1
46.899118070049916,75.667326071193,1
52.338207191024665,65.65799638735399,1
48.857845363005374,70.0372781640132,1
54.35804331736735,74.54869603619099,1
46.53656872145993,69.8173629717015,1
48.67033677050259,72.06035584135263,1
46.08035514240589,72.15834274984617,1
54.592008182785634,69.34480040767772,1
53.88543977380981,71.28187700084062,1
47.62825432715156,70.456638229231,1
51.612095550341785,74.26057925490989,1
53.89779380201216,65.93409921341458,1
51.62859934599462,67.42595811592231,1
50.732666103560064,74.59578584076559,1
48.51342437900452,73.49848869890916,1
45.51116675805899,69.25687120785713,1
52.91020971953327,70.93844846801537,1
53.6246142416333,67.84900871981132,1
51.50189256273268,67.8192970172376,1
48.86550983048701,69.34853221939983,1
48.04288840612661,68.77948187026053,1
51.59944018870239,71.75229049850873,1
54.56082265952577,65.54275853964985,1
53.014296982651175,75.42088426666167,1
52.741485538576235,75.48101560479603,1
80.62310263154288,91.68192963019746,2
75.84402149995049,90.38445396344122,2
76.39125440094614,88.40670113286328,2
83.45173167527079,93.06676045706949,2
81.1244384165959,92.10453114553879,2
75.4477779561663,86.06384834344892,2
75.24765833866033,94.74811025493842,2
81.80117470108057,92.8511291592317,2
75.82619182846219,94.55583645291924,2
77.19772910417498,92.2909543238836,2
81.51771185366587,92.0118223793579,2
81.79446990692693,89.66821584290619,2
81.84230056502601,95.01160061354014,2
76.7602313646056,94.00366462500408,2
82.65100445347537,84.57281696106189,2
76.78086161496799,84.24405365497252,2
78.11929356159268,89.12340479878048,2
83.21609258118025,93.14258069781833,2
82.31063676047215,94.18271056314944,2
82.64054288494177,86.47639506103528,2
81.76816164300344,90.92495978352135,2
79.64936498335472,88.7643485463102,2
75.28451292828092,95.03398024814604,2
78.86045715059434,92.95124934135708,2
77.39509021681725,92.85368028711139,2
77.40855688379084,90.1645027579497,2
84.23724252752446,89.40021828337666,2
78.66584843666762,87.33763429930706,2
83.86695037177113,85.04613380650926,2
81.03456160997263,93.04828481255052,2
83.93047560541649,93.14664187130077,2
79.67650818105191,95.10416669286131,2
80.7128748262636,94.85588357073905,2
80.23226028818864,90.93307091602628,2
76.68717930798044,92.4019650318051,2
82.08699530261505,93.29669671882428,2
77.05012809440855,94.17991103677412,2
76.06564352431454,87.34896299743198,2
81.74300143907168,89.66106643310093,2
78.3105471940705,86.85138161151494,2
84.34062704352915,94.06274005258723,2
83.73606261002587,91.1634781645088,2
83.77046853220449,86.57530120503463,2
78.37830056255444,91.17623284405857,2
75.99813698528867,91.62210228457897,2
84.27919930587726,89.3215992503284,2
79.32052563317313,85.70493382199629,2
85.4281102304367,91.98518697592799,2
84.11757669089253,90.10790766903793,2
83.09228542467359,92.0317840473564,2
78.40757769069586,91.15634333111993,2
78.15169349601926,93.8032996231854,2
83.18604543516857,90.27550569774485,2
77.87302309156277,90.17738433535386,2
76.71918827686093,93.35106096658345,2
80.7032410345835,89.00970961212397,2
84.24207372160781,85.8863704545064,2
81.67191229674974,85.6655223731334,2
80.95107029089364,92.06259493673619,2
76.02143108770768,91.57878907353465,2
80.3153696269917,92.31247778099224,2
84.56922662104263,87.41494094508911,2
76.01921057236524,85.46127370586771,2
79.36952530363736,85.16948912667881,2
83.90359196927956,88.05371727806597,2
82.72698240754205,90.06841683854634,2
81.93711750995267,88.31693235099733,2
81.69892278987109,89.39844856023728,2
78.16470483219756,93.84930917493747,2
78.43906484264494,88.194108740233,2
83.51145761478514,89.5750414615981,2
83.36603603679181,93.55731443741143,2
82.43490093580104,88.5669801932127,2
84.42094158556472,91.11934431227874,2
80.29899692860938,93.32164449746746,2
80.058457836872,94.41736761657643,2
83.56684281966776,86.59794522929037,2
81.66844063777765,94.05993777161494,2
81.77586566257703,89.70488384079538,2
83.155152764361,87.37195164298959,2
84.04494084817566,90.62905796238262,2
78.81551391851535,94.63731398285478,2
79.35643648639943,89.72214324992869,2
74.92075712840868,87.7834729428751,2
79.84740544996174,91.15825180316726,2
75.36863192796743,88.23967484778193,2
79.81944387132461,85.64908302108664,2
80.84114913707577,85.1832295691065,2
77.98321980128284,86.66589098957772,2
80.1690394856901,87.09090395512294,2
75.4742506993905,86.1806277664941,2
75.68987281749214,92.54409387803214,2
83.31693873659658,86.94291113399146,2
78.37222596411263,88.03175065323863,2
76.68577303651884,93.53984218906011,2
80.25821572054805,89.50078768262873,2
82.93942544098611,91.84240843521027,2
77.67698024496842,86.46819051201629,2
81.09396728819,86.43350832808672,2
75.63132801993768,85.59733641266479,2
